id,cat0,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cont0,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,target
2557,A,A,A,C,B,D,A,E,E,F,0.860531784958387,0.6154844687779498,0.6819321383697785,0.2225994601279521,0.4966317741787442,0.8246497603364318,0.5281304460967744,0.4924642178755348,0.0916603751442874,0.7703140524777614,0.5463494621842246,0.7085654480337943,0.8349433454587782,0.4284338686988291,8.374709147221814
2561,A,B,A,C,B,D,A,E,G,J,0.7017124319888629,0.29585814594852256,0.28663775073318243,0.4891434171516538,0.2800066012685504,0.8122092452149015,0.3937825837312084,0.3915669788865012,0.3237508029489816,0.3562234755629833,0.5781905481916857,0.3113413809036572,0.8535437225268055,0.3612868425011011,7.213622639026249
2562,A,A,A,A,B,C,A,E,G,F,0.9074969896191792,0.10673904109019287,0.2621019647563375,0.7238657910146669,0.7704398326242801,0.8025868016809916,0.4170446787366941,0.6655692415726582,0.7899983672899669,0.7759496593988185,0.6101856380278885,0.5277908659950435,0.7389168509751434,0.8229847131627103,5.5308072342285906
2564,A,A,A,A,B,B,A,E,E,K,0.3081223091214495,0.6723855904334095,0.47179164014471703,0.1957560351549263,0.4143218810340624,0.2312475244025655,0.4171538097846697,0.21752722356264087,0.33326637419357075,0.31981525852146586,0.3712328038439829,0.268640176541884,0.32902827729226874,0.8014991176614145,8.546532217421882
2565,A,A,A,A,B,B,A,E,C,F,0.309331344975097,0.6626198806741314,0.5647989005595488,0.1991048888717731,0.3320711171314876,0.334248408331256,0.4448576884933032,0.3902810714525704,0.457811252662067,0.3892297519745032,0.3661367625727496,0.38011611101335263,0.3529883537770627,0.7246258775695866,6.946911923290772
2566,A,B,A,C,B,D,A,D,G,L,0.7381207865408498,0.0056148611685237215,0.1263107164004163,0.5891322644158985,0.2779824855220751,0.8950888895753023,0.6169900791497653,0.8455747632069175,0.6574384675432866,0.7623342577521606,0.5805959264019169,0.6715175944304409,0.8328041274678427,0.6900152717330129,6.738035405570655
2567,A,B,A,C,B,D,A,D,G,L,0.2911020802543828,0.7546375516384194,0.16359380468616433,0.7190839733431842,0.4210208190625969,0.8095120177111925,0.5736062889122392,0.9046096760397628,0.4519908860182417,0.8146755872276394,0.5276155809251434,0.6722113764194712,0.7465404667582176,0.5935801203746247,8.397365483398666
2568,A,A,A,A,B,D,A,E,E,H,0.37195231575550103,0.6535131757551117,0.4851503304782902,0.2104597949280661,0.5087930771965643,0.7088284005482929,0.3395484908294417,0.6039044397730126,0.8487384620851266,0.82387864293451,0.5800079416209641,0.5677265307804762,0.30823758606515617,0.8255039088529327,7.555839015265289
2569,A,A,A,A,B,D,A,E,G,F,0.32191753952718377,0.755821624202593,0.19849016274123665,0.82917930255678,0.41159863316879947,0.9216794159756088,0.3178036123777084,0.4275673867703663,0.5835296849279044,0.6156134100243364,0.5117473537892655,0.7150184611392014,0.7504122044191287,0.485908579192324,6.500179616051398
2570,A,A,A,D,B,B,A,E,C,F,0.4854189451667376,0.11859760932714015,0.4681884082309832,0.738011366979889,0.457966155165621,0.34838885217746224,0.4294092039061466,0.34187628235968737,0.424274988115033,0.5382442110740293,0.377183734581187,0.2781544467426797,0.3243026793413477,0.8094396170537307,7.0490226219720515
2571,A,A,B,C,B,D,A,E,C,F,0.4966202104309832,0.6167913770210316,0.6012997239300143,0.7593486135436114,0.5081923978806465,0.3971279730865347,0.9244531551778316,0.2736583493337349,0.4146263616481861,0.7826341162834579,0.6292409266596931,0.6803808721648742,0.8955605598695318,0.6976941321732738,6.8279398582258395
2577,A,A,A,C,B,B,A,E,C,I,0.3347383924723569,0.7657317305705462,0.3259091730586639,0.7715627780575436,0.28196948154050955,0.39101038944417177,0.3930904978691535,0.2757977058731217,0.4038661039747885,0.3539704550104365,0.5326146034246279,0.4149844221747314,0.3018805924736811,0.7415364940642546,6.246267418147128
2580,A,A,A,A,B,B,A,E,C,H,0.4700176051056586,0.6429135328488349,0.5484472917912142,0.18391127109153824,0.7773111145852892,0.3763163464198599,0.32671290146807896,0.25133890333953,0.3656523873823678,0.5349304181688318,0.3635513426498394,0.3915541192384773,0.3472123245144919,0.2311644002642467,6.196330706578039
2581,A,B,A,C,B,D,A,E,C,H,0.12086636656595685,0.2963852822695613,0.29246691685777226,0.4214120608087343,0.2796724973700298,0.7425198913968942,0.5766250368173254,0.6533529146522415,0.4563615244954034,0.7483506990435358,0.4564094956359225,0.357221639048994,0.6663711213576529,0.4849324795765001,8.369739977040194
2582,A,A,A,A,B,D,A,E,C,F,0.3178738009841991,0.6740548653982632,0.5160828324137131,0.37894127622810536,0.3123156074677838,0.37478667445260144,0.35568889123378034,0.6800747264967602,0.26655499414962325,0.29947238463276993,0.27263984267347763,0.7024779132160686,0.7857844699596718,0.30344466398618336,8.190587632309834
2583,A,B,A,A,B,B,A,E,C,G,0.4909230221104073,0.7866328065813529,0.3671472517530413,0.476049346120639,0.7860192774734527,0.35204697297389514,0.3541714086447158,0.34691728908944314,0.3598894484972912,0.5802207141996966,0.5937224297130231,0.1921378873071101,0.3653761110425151,0.8100535721269077,6.132326897012016
2586,A,A,A,A,B,B,A,E,G,K,0.6114638178992491,0.6583372864921486,0.3526050562141166,0.7904654849059735,0.28104130575252234,0.3887856980146993,0.6753817251497597,0.2736113890084219,0.6550036042500283,0.8260214193577687,0.6731235523121613,0.6366184592404737,0.3244736434213075,0.19312315781043846,6.7122601824273564
2588,A,A,A,C,B,D,A,E,E,I,0.23706460014712066,0.5547239637080427,0.3195409462066557,0.5935305628663858,0.28017595254361083,0.2278031897145469,0.3609208054858358,0.3440625055938915,0.28163223823483985,0.2929432908598517,0.14235289889898714,0.1552298716054436,0.3256577517072857,0.3010187655194411,7.359469341166326
2590,A,B,A,C,B,B,A,E,G,G,0.7312500046058562,0.2912265022567844,0.5763453318577221,0.7706715599640427,0.2804383012892086,0.3853597613962965,0.5593557452801583,0.7441473677854717,0.6200838653195359,0.3334681807307453,0.381045427858516,0.3534350918419733,0.3690167442702862,0.2786823069467367,8.171936707745061
2591,B,B,A,D,B,C,A,E,G,A,0.4982434871583845,0.6906037031777976,0.1504884939977831,0.8490883661329391,0.27856432161397465,0.4849736583800308,0.3642009733324994,0.6823189683512793,0.4419870309844384,0.5678592651244946,0.6075213613912797,0.7388734143800549,0.3846468112400989,0.7372562289704272,8.409606349550275
2592,A,A,A,A,B,D,A,E,A,F,0.9133265862795856,0.7494242257108237,0.3203976565481332,0.7791931938174039,0.2783172732273241,0.913635453271214,0.2460117781369045,0.8356498540222632,0.13991053368422748,0.8499494277371227,0.6975153411629962,0.8301111429448831,0.7719071973071423,0.4901629339086988,8.583317496955592
2593,A,B,A,C,B,D,A,E,G,O,0.8909732342311939,0.29373737246901405,0.6265655551137888,0.8809688272514364,0.4481847692319358,0.8479375748585525,0.5294925832646472,0.3653659000589294,0.947223350015134,0.8166682025531246,0.44313157074237214,0.9471204762051828,0.7573573816382031,0.8212701876758622,6.96459306179655
2596,A,B,A,C,B,B,A,E,C,L,0.13705190234064055,0.2957757137174389,0.6095843165342886,0.8261297452129549,0.2773742811541272,0.2156894446921,0.3879046441520938,0.8157422742320006,0.4207675029129239,0.2810886501058661,0.7322199911372946,0.7666331169146013,0.8180970573783358,0.814862949139988,9.416586596871092
2599,A,A,A,A,B,D,A,E,A,I,0.4082071579514551,0.7425351021023404,0.20106914871368609,0.3714343428157262,0.2818772331665005,0.4890479848369525,0.4550861168305997,0.7310964543513115,0.5654716336371888,0.5712499092871419,0.5830964382013375,0.7692135019542399,0.8447119862055331,0.7971481201847493,6.671277086043503
2600,A,B,A,C,B,D,A,E,A,F,0.4463566693403267,0.6176376965653211,0.2392175854515664,0.798500263335188,0.2802444829672922,0.4499797825772652,0.6570825087487946,0.2613551818698832,0.1894001476191196,0.7439491863063253,0.5727468258301172,0.7082796697198008,0.8985653458865488,0.2732988355146801,6.783076375003464
2601,A,B,A,A,B,D,A,D,C,H,0.8758273608934762,0.298498821510699,0.5467279507774943,0.7628137388828939,0.27937301917107665,0.8472578856726791,0.41719298946006106,0.6300348895943466,0.7324099937708735,0.6493021712246689,0.7306981978854706,0.8578983713761447,0.6321512707454602,0.7196861975408392,6.364279214261029
2605,A,A,A,A,B,B,A,E,C,I,0.4828464310614063,0.4870498812735698,0.8280842595200071,0.3382284322257947,0.8796587568555783,0.3614829673905698,0.43829658286064666,0.4693671209755923,0.40237342545150695,0.4139504732747423,0.3219952182976057,0.4221069649589181,0.3448600477809713,0.7106154637674031,9.097485609445592
2609,A,A,A,C,B,B,A,E,E,I,0.2363115852325096,0.4865343082284325,0.4750881265408374,0.19936779640385172,0.5694276197748961,0.4423237585133419,0.33775870815638465,0.7164578614184484,0.5615145881105653,0.2878308215896479,0.3607253571308164,0.5322696300386194,0.6163838010436578,0.6048996148437186,8.479143788841666
2612,A,B,A,A,B,D,A,D,G,G,0.8923081929882946,0.555171085190566,0.7473965068840903,0.7526632812381535,0.2786945913440215,0.927650087166302,0.6181159680318284,0.9714431121589586,0.9717134776357188,0.8244472807417481,0.6498682822153602,0.9015550791143828,0.8422141489402549,0.29374731979548024,7.27078770585877
2613,A,A,A,C,B,D,A,E,E,I,0.3358336415917861,0.3570642730935465,0.11477736869817705,0.3370665485320717,0.4327682596737607,0.607363269724298,0.33372448995832465,0.335928812425607,0.0325955802477878,0.5202601189603588,0.6803751801475162,0.25937472279138146,0.7452646121472356,0.31765471608285273,6.7727518460067895
2615,A,B,A,A,B,B,A,E,C,H,0.5170891314759846,0.7094532090711618,0.5462550655074389,0.33961656202443513,0.7689343599698237,0.3748843475114093,0.311710217437456,0.2625990656922317,0.3108485718308409,0.30699648375014443,0.28350893280310513,0.3616960721133655,0.3101264718730192,0.4976287381967943,6.640563303147667
2616,A,B,A,A,B,D,A,E,E,F,0.3423472597345469,0.6987020051947894,0.3235679459234645,0.1871146452416012,0.7762233418805817,0.4091244342542205,0.4128561398562897,0.6201432383777405,0.21894530819507452,0.2720511275232204,0.2288122323636807,0.2289328891262119,0.4297970042528378,0.746619136981508,7.500560156310053
2618,A,B,A,C,B,D,A,D,G,I,0.8485870022557943,-0.0123564879451091,0.1916903941721467,0.6774581608743648,0.27913329126263675,0.9748934815113349,0.7211590956442896,0.7513070302172087,0.8953527784568691,0.7747111621443783,0.5947141926755608,0.7412843450086123,0.7429660589897424,0.7851960588571109,8.569192411070157
2619,A,A,A,C,B,B,A,E,C,I,0.7358753507004617,0.752705165312263,0.7548928928481529,0.59404899364439,0.2795083653664656,0.8593983151713818,0.9424217065285913,0.7173073451557533,0.4455420576472924,0.8088745506303496,0.5622854358578858,0.6225634809657025,0.2289633630862483,0.2661849210543449,5.824838036009711
2621,A,B,A,C,B,D,A,D,E,F,0.9148161913277418,0.03952010844662854,0.4109363077524644,0.2592519172287282,0.4720494759568166,0.8547613462403616,0.3599243130974793,0.7444308139262242,0.927413914166912,0.8246187171752511,0.912633850330538,0.8854729051119772,0.8915001711640267,0.3673073716681559,7.273749803059543
2622,B,A,A,A,B,B,A,E,C,F,0.4395328215056836,0.7003880026234426,0.466532215463293,0.1682783678514186,0.2783830461838677,0.37464712784248894,0.38220426503170296,0.3169311098816012,0.18769588563892306,0.36479205863922826,0.3735202013872413,0.7041887134532662,0.2888549087247725,0.2384013808823025,6.913626641907322
2623,A,B,A,A,B,D,A,E,C,F,0.34768639658222755,0.6348183122993414,0.5305383499560006,0.17873568224610847,0.2771362714189088,0.6445827415232906,0.7692725862419463,0.508378112480211,0.4689779441334406,0.80363199031423,0.6429701537148671,0.8440847548046827,0.5864855352057671,0.697475985226949,8.124179633433318
2628,B,A,A,C,B,B,A,E,E,A,0.1874809394537337,0.29752417073665305,0.2943684058678542,0.7960356318925198,0.7691199909234979,0.4491928077233224,0.254085219950255,0.25883322781693946,0.12879192729524416,0.3615723654190682,0.19253763122466847,0.277374587500252,0.8680937663685506,0.7454874919152148,9.762253109540943
2631,B,B,A,C,B,D,A,E,A,O,0.9760544363851076,0.6161840458248101,0.3258997117475371,0.5596599452161746,0.27816968737077696,0.9945010412200782,0.5718684367968854,0.8559589754268336,0.8931144158055204,0.8252205795331776,0.8370723736258492,0.9250985038932203,0.9065017779759226,0.8073407854974326,6.874972956487439
2633,A,B,A,C,B,B,A,E,E,G,0.6751045422644806,0.2367926337180306,0.5680899367646843,0.6645061284878157,0.35322476941596403,0.4370838904801646,0.6478758196214998,0.5560780676249665,0.30880387451544866,0.29628451864054905,0.2866000508048905,0.3192548455344868,0.623161063054889,0.5461176094303395,6.822906722911335
2634,A,B,A,C,B,D,A,E,G,I,0.9029592098602004,0.7496834004148571,0.20231979714939227,0.1931561232527389,0.27773027303014136,0.8255752854644081,0.3670433935711483,0.6427998415729771,0.7208846699870963,0.8399646189551245,0.5628515366967947,0.7314345274903501,0.7860949050667916,0.74324672529458,7.707516055021382
2635,B,B,A,C,B,D,A,E,E,I,0.25538989334105033,0.010519705303130985,0.3815167714898098,0.4332598988365375,0.8121784506138906,0.3136145542553358,0.3887746804072433,0.3814623295880551,0.29380819678241804,0.6719912878804218,0.3481334189577187,0.5649345619386685,0.6315420780972321,0.7931311741195933,6.47662308279605
2636,A,B,A,C,B,B,A,E,C,M,0.5013610538877344,0.4860763251058038,0.5492185694331009,0.3547558791333161,0.4177924737699419,0.3024619582636366,0.24842144133104085,0.34650507724688323,0.2468879273809169,0.3704363410007647,0.2269673107269431,0.18418852484638384,0.5128406192139504,0.7717882300253917,7.927215412672496
2637,A,A,A,A,B,D,A,E,C,F,0.5032169208123389,0.4865981208320025,0.5094499052660394,0.1691476322792403,0.4740818636841864,0.7261046980322746,0.6602972877595613,0.31541017886861994,0.4071031005081421,0.474607806333223,0.7225457191657648,0.6861566823906594,0.7176967174385263,0.7483736742902849,8.68355397124798
2640,A,B,A,C,B,D,A,F,C,L,0.6585139904260134,0.6575415635421302,0.4400149649359124,0.30139695797712474,0.2782603499117881,0.3632246345165604,0.43779431792385337,0.3436155653217846,0.5054717421014333,0.3746752392841041,0.6381897877034497,0.6830812991852571,0.7925893112650249,0.3473056671893361,9.560212478918238
2641,A,B,A,C,B,D,A,D,G,F,0.9197891453432168,0.5547699217860521,0.047758378606259255,0.7928922055450026,0.2797507169956441,0.9156399811835568,0.6930735842137037,0.3322320293860014,0.95601472389513,0.7756329084890544,0.9509787297883656,0.7091662659115094,0.8804564520870932,0.733398617916564,7.911990675760088
2642,A,B,A,A,B,B,A,E,E,M,0.3638021537972807,0.5564803752117881,0.6473246796977958,0.39442618310809296,0.36247988526995895,0.252255827692287,0.4134115858755984,0.4977285673972515,0.2881171131460591,0.2971583422084658,0.4878711505157807,0.15883675049260348,0.3938031405183219,0.7086097421073663,6.178923179678514
2643,A,B,B,C,B,D,A,E,E,L,0.2645772851089331,0.6172852368282129,0.5587289267766002,0.2759079167213468,0.27860563582561443,0.40258633456126375,0.4243827974384513,0.27297986155416765,0.3007322900115583,0.3090009794084766,0.2053324628955144,0.3620556283362305,0.3798684991317045,0.8108563080063341,7.432311701985157
2644,A,B,A,C,B,B,A,E,C,N,0.4707439208002766,0.5562532483940823,0.2798449919228059,0.17312533656170515,0.2827348974866675,0.3695973137593645,0.6719766898535311,0.39678586620279305,0.4414779553715273,0.8280454292515634,0.5122534257904183,0.6672765678707886,0.9167172036889352,0.6940937444835497,8.954759318869707
2645,A,A,A,C,B,B,A,E,G,I,0.37059882494543095,0.6395800453300177,0.3183102843071039,0.8051709868119469,0.2413350952504913,0.2519267883075958,0.3897130195253063,0.3244124869288555,0.2518933992522627,0.3362870269574821,0.22839191659516075,0.3855667405066877,0.2683388265864682,0.7835896162681603,7.599434652151494
2646,A,B,A,C,B,D,A,E,G,I,0.7210471136336891,0.6190984750934522,0.18852700250265564,0.6156204013066999,0.2798099376318254,0.7200423392830051,0.5647682075538727,0.2845490739964811,0.6198909515805966,0.5681452368216727,0.5714811687869994,0.5143811916555269,0.5912216341671774,0.2854575184456353,8.475796442634822
2647,A,A,A,A,B,D,A,D,A,I,0.7956428924223293,0.6169959415867668,0.17363454445754042,0.8934166345812042,0.2780036716953523,0.9225436427806136,0.9752338700567339,0.6963182665620572,0.8119369268296888,0.6224326865632617,0.6068303671694811,0.8833871245129554,0.951177670878015,0.8246348863084064,6.645336353818071
2650,A,A,A,C,B,D,A,E,E,I,0.2509991070801724,0.02702425583425277,0.18195095663090385,0.41653840020987226,0.7625234156639402,0.27041805931742,0.4086644360041868,0.4852942610309357,0.6240765009323773,0.8615367301798267,0.4254218505895915,0.21263469510962296,0.6755344083576065,0.7022944180641325,8.356948215260974
2651,A,A,A,A,B,B,A,E,A,K,0.29568248489758925,0.6217739980503466,0.4618840489779762,0.5313913999129503,0.8020558385518073,0.24857356898877525,0.3171439766294051,0.2741067779510309,0.19565760735418813,0.19491849346789075,0.566921088625604,0.25495288361199,0.32526042716591874,0.7643842726456223,6.9248046619020505
2652,A,B,A,A,B,B,A,E,C,F,0.4914574022714125,0.6972004262590888,0.6560097896359695,0.3676910485140972,0.921384367258369,0.29096219054072664,0.7567572108888625,0.6087759437912249,0.5808473808441883,0.30115854606042824,0.937767447682948,0.8291550044062467,0.1728947385750071,0.8064436292585372,7.7128150187698346
2653,A,A,A,C,B,B,A,E,C,I,0.4973347486809919,0.07434902357950335,0.5461774160892151,0.17037592074175206,0.27801662186603354,0.2271407092435017,0.4230491756166347,0.23470747406138484,0.4602586436258904,0.4067876747303401,0.4908652156870743,0.71454923895159,0.7448625903159923,0.7253818294726978,7.679372513307186
2654,A,A,A,C,B,B,A,E,C,I,0.4936333553045089,0.7749407859022247,0.7549848524439686,0.4196442484527271,0.27930158635903124,0.5550114750113317,0.6722620598370573,0.5006647216876625,0.4556763484773372,0.3939280154776446,0.36385455441859416,0.7053352350078156,0.25313718388631595,0.21750473184128455,5.954285874554605
